time,rcp2013,rcp45,rcp45_nointer,rcp45_nolife,rcp85,rcp85_nointer,rcp85_nolife,res_2013,res_rcp45,res_rcp45_nointer,res_rcp45_nolife,res_rcp85,res_rcp85_nointer,res_rcp85_nolife,,,,res_2013,res_rcp45,res_rcp45_nointer,res_rcp45_nolife,res_rcp85,res_rcp85_nointer,res_rcp85_nolife
2.2,0.935420513,0.786553973,0.815462809,0.756849753,0.764927971,0.771571709,0.700970732,0.010265194,0.010400904,0.010128786,0.010216383,0.010142056,0.010124239,0.010181296,,,,,,,,,,
2.3,0.956373569,0.800865829,0.831805698,0.770481802,0.779503816,0.786503077,0.713316625,0.010265194,0.010400904,0.010128786,0.010216383,0.010142056,0.010124239,0.010181296,,,,,,,,,,
2.4,0.976404341,0.814740297,0.847732885,0.783825497,0.793836049,0.801181771,0.725646703,0.010265194,0.010400904,0.010128786,0.010216383,0.010142056,0.010124239,0.010181296,,,,,,,,,,
2.5,0.995454365,0.828143257,0.863206216,0.796839044,0.807891345,0.815573288,0.73792429,0.010265194,0.010400904,0.010128786,0.010216383,0.010142056,0.010124239,0.010181296,,,,,,,,,,
2.6,1.013478221,0.841046486,0.878192514,0.809486923,0.821640093,0.829646911,0.750115396,0.010265194,0.010400904,0.010128786,0.010216383,0.010142056,0.010124239,0.010181296,,,,,,,,,,
2.7,1.030441873,0.85342718,0.892663148,0.821739818,0.835056114,0.843375421,0.762188833,0.010265194,0.010400904,0.010128786,0.010216383,0.010142056,0.010124239,0.010181296,,,,,,,,,,
2.8,1.046320971,0.865267495,0.906593641,0.833574404,0.848116411,0.856734848,0.774116267,0.010265194,0.010400904,0.010128786,0.010216383,0.010142056,0.010124239,0.010181296,,,,,,,,,,
2.9,1.061099221,0.876554103,0.919963338,0.84497303,0.860800945,0.869704249,0.785872211,0.010265194,0.010400904,0.010128786,0.010216383,0.010142056,0.010124239,0.010181296,,,,,,,,,,
3,1.074766918,0.887277776,0.932755124,0.855923297,0.873092438,0.882265509,0.797433967,0.010265194,0.010400904,0.010128786,0.010216383,0.010142056,0.010124239,0.010181296,,,,,,,,,,
3.1,1.087319685,0.897432998,0.944955176,0.866417572,0.884976196,0.894403174,0.808781522,0.010265194,0.010400904,0.010128786,0.010216383,0.010142056,0.010124239,0.010181296,,,,,,,,,,
3.2,1.098757461,0.907017606,0.956552756,0.876452458,0.896439952,0.906104284,0.819897415,0.010265194,0.010400904,0.010128786,0.010216383,0.010142056,0.010124239,0.010181296,,,,,,,,,,
3.3,1.109083741,0.916032452,0.967540035,0.886028242,0.907473721,0.917358243,0.830766577,0.010265194,0.010400904,0.010128786,0.010216383,0.010142056,0.010124239,0.010181296,,,,,,,,,,
3.4,1.118305039,0.924481105,0.97791193,0.895148342,0.918069665,0.928156681,0.841376149,0.010265194,0.010400904,0.010128786,0.010216383,0.010142056,0.010124239,0.010181296,,,,,,,,,,
3.5,1.126430572,0.932369564,0.987665969,0.903818771,0.928221973,0.938493333,0.851715303,0.010265194,0.010400904,0.010128786,0.010216383,0.010142056,0.010124239,0.010181296,,,,,,,,,,
3.6,1.133472097,0.939706005,0.996802157,0.912047642,0.937926737,0.948363927,0.861775048,0.010265194,0.010400904,0.010128786,0.010216383,0.010142056,0.010124239,0.010181296,,,,,,,,,,
3.7,1.139443882,0.946500541,1.005322855,0.919844699,0.947181843,0.957766067,0.87154805,0.010265194,0.010400904,0.010128786,0.010216383,0.010142056,0.010124239,0.010181296,,,,,,,,,,
