time,rcp2013,rcp45,rcp85,rcp45_nointer,rcp45_nolife,rcp85_nointer,rcp85_nolife,res_2013,res_rcp45,res_rcp85,res_rcp45_nointer,res_rcp45_nolife,res_rcp85_nointer,res_rcp85_nolife,,,res_2013,res_rcp45,res_rcp85,res_rcp45_nointer,res_rcp45_nolife,res_rcp85_nointer,res_rcp85_nolife
5,1.002768837,1.000842005,1.000574694,1.000421733,1.001454153,1.000546112,1.000840318,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
5.1,1.002601391,1.000811302,1.000536348,1.000375356,1.001397295,1.000506867,1.000797213,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
5.2,1.002438908,1.000782487,1.000499832,1.000331721,1.001342765,1.000469568,1.000755673,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
5.3,1.002281565,1.000755504,1.000465091,1.000290753,1.00129042,1.000434158,1.000715631,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
5.4,1.002129525,1.000730299,1.000432071,1.000252372,1.001240132,1.000400578,1.000677026,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
5.5,1.001982935,1.000706814,1.000400717,1.000216499,1.001191784,1.000368768,1.000639807,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
5.6,1.001841931,1.000684992,1.000370976,1.000183053,1.001145271,1.000338672,1.00060393,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
5.7,1.00170663,1.000664777,1.000342792,1.000151951,1.0011005,1.00031023,1.000569355,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
5.8,1.001577136,1.00064611,1.000316113,1.000123108,1.001057384,1.000283384,1.000536045,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
5.9,1.001453537,1.000628933,1.000290886,1.000096442,1.001015849,1.000258077,1.000503971,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
6,1.001335905,1.000613188,1.000267057,1.000071867,1.000975823,1.000234252,1.000473102,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
6.1,1.001224294,1.000598817,1.000244576,1.000049298,1.000937245,1.000211851,1.000443412,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
6.2,1.001118744,1.000585762,1.00022339,1.00002865,1.000900058,1.000190821,1.000414877,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
6.3,1.001019276,1.000573967,1.000203451,1.00000984,1.00086421,1.000171105,1.000387474,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
6.4,1.000925896,1.000563374,1.000184709,0.999992782,1.000829655,1.000152649,1.00036118,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
6.5,1.000838592,1.000553928,1.000167116,0.999977394,1.000796349,1.000135402,1.000335974,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
6.6,1.000757338,1.000545574,1.000150625,0.999963595,1.000764253,1.000119311,1.000311835,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
6.7,1.00068209,1.000538259,1.000135188,0.999951302,1.000733331,1.000104326,1.000288741,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
