time,rcp2013,rcp45,rcp85,rcp45_nointer,rcp45_nolife,rcp85_nointer,rcp85_nolife,res_2013,res_rcp45,res_rcp85,res_rcp45_nointer,res_rcp45_nolife,res_rcp85_nointer,res_rcp85_nolife,,,res_2013,res_rcp45,res_rcp85,res_rcp45_nointer,res_rcp45_nolife,res_rcp85_nointer,res_rcp85_nolife
6.8,1.000612787,1.000531929,1.000120762,0.999940437,1.000703548,1.000090396,1.000266673,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
6.9,1.000549357,1.000526534,1.000107302,0.999930921,1.000674873,1.000077475,1.000245609,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
7,1.000491709,1.000522023,1.000094765,0.999922678,1.000647276,1.000065514,1.000225527,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
7.1,1.00043974,1.000518348,1.00008311,0.999915634,1.000620727,1.000054468,1.000206407,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
7.2,1.000393332,1.000515462,1.000072295,0.999909715,1.000595199,1.000044292,1.000188227,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
7.3,1.000352354,1.000513318,1.000062282,0.99990485,1.000570666,1.000034943,1.000170964,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
7.4,1.000316664,1.000511872,1.00005303,0.999900971,1.000547102,1.000026379,1.000154596,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
7.5,1.000286108,1.000511082,1.000044504,0.999898011,1.000524482,1.000018559,1.0001391,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
7.6,1.000260521,1.000510906,1.000036666,0.999895904,1.000502781,1.000011443,1.000124453,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
7.7,1.000239726,1.000511303,1.000029482,0.999894589,1.000481974,1.000004993,1.00011063,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
7.8,1.000223541,1.000512236,1.000022917,0.999894005,1.000462037,0.999999173,1.000097608,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
7.9,1.000211771,1.000513668,1.000016939,0.999894092,1.000442946,0.999993945,1.000085361,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
8,1.000204218,1.000515563,1.000011514,0.999894797,1.000424678,0.999989276,1.000073866,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
8.1,1.000200674,1.000517887,1.000006613,0.999896063,1.000407207,0.999985131,1.000063098,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
8.2,1.000200927,1.000520608,1.000002205,0.99989784,1.000390512,0.99998148,1.000053031,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
8.3,1.00020476,1.000523693,0.999998261,0.999900079,1.000374567,0.999978291,1.000043639,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
8.4,1.00021195,1.000527115,0.999994755,0.999902732,1.000359349,0.999975534,1.000034899,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
8.5,1.000222275,1.000530843,0.999991658,0.999905754,1.000344835,0.99997318,1.000026785,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
8.6,1.000235506,1.000534852,0.999988946,0.999909102,1.000331001,0.999971202,1.000019271,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
8.7,1.000251415,1.000539115,0.999986593,0.999912736,1.000317824,0.999969574,1.000012333,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
8.8,1.000269774,1.000543608,0.999984575,0.999916616,1.000305281,0.99996827,1.000005945,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
8.9,1.000290354,1.000548307,0.999982871,0.999920707,1.000293349,0.999967267,1.000000084,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
9,1.000312928,1.000553192,0.999981458,0.999924974,1.000282006,0.99996654,0.999994725,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
9.1,1.000337268,1.000558241,0.999980314,0.999929385,1.000271229,0.999966069,0.999989844,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
9.2,1.000363152,1.000563434,0.999979421,0.999933909,1.000260996,0.999965832,0.999985418,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
9.3,1.000390359,1.000568754,0.999978759,0.999938517,1.000251285,0.999965809,0.999981424,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
9.4,1.000418672,1.000574183,0.999978309,0.999943184,1.000242076,0.999965982,0.999977839,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
9.5,1.00044788,1.000579705,0.999978055,0.999947883,1.000233346,0.999966331,0.999974642,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
9.6,1.000477774,1.000585305,0.99997798,0.999952593,1.000225076,0.999966841,0.999971811,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
9.7,1.000508154,1.000590968,0.999978068,0.999957291,1.000217245,0.999967495,0.999969325,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
9.8,1.000538825,1.000596682,0.999978305,0.999961958,1.000209833,0.999968277,0.999967164,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
9.9,1.000569597,1.000602435,0.999978675,0.999966576,1.000202822,0.999969173,0.999965308,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
10,1.000600289,1.000608216,0.999979167,0.999971129,1.000196193,0.999970171,0.999963739,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
10.1,1.000630728,1.000614013,0.999979766,0.9999756,1.000189927,0.999971255,0.999962438,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
10.2,1.000660746,1.000619818,0.999980462,0.999979978,1.000184006,0.999972416,0.999961388,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
10.3,1.000690188,1.000625623,0.999981242,0.999984249,1.000178413,0.999973641,0.999960571,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
10.4,1.000718902,1.000631418,0.999982097,0.999988403,1.000173132,0.99997492,0.999959971,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
10.5,1.000746749,1.000637198,0.999983016,0.99999243,1.000168146,0.999976243,0.999959573,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
10.6,1.000773597,1.000642956,0.999983991,0.999996322,1.00016344,0.999977601,0.999959361,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
10.7,1.000799325,1.000648686,0.999985011,1.000000071,1.000158998,0.999978986,0.999959322,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
10.8,1.000823819,1.000654384,0.99998607,1.00000367,1.000154806,0.999980389,0.99995944,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
10.9,1.000846976,1.000660044,0.99998716,1.000007116,1.000150849,0.999981803,0.999959704,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
11,1.000868703,1.000665663,0.999988272,1.000010403,1.000147114,0.999983221,0.9999601,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
11.1,1.000888915,1.000671238,0.999989402,1.000013529,1.000143587,0.999984637,0.999960618,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
11.2,1.000907537,1.000676766,0.999990543,1.00001649,1.000140257,0.999986047,0.999961244,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
11.3,1.000924504,1.000682245,0.999991688,1.000019285,1.00013711,0.999987443,0.99996197,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
11.4,1.00093976,1.000687673,0.999992834,1.000021914,1.000134136,0.999988822,0.999962784,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
11.5,1.000953258,1.000693049,0.999993975,1.000024375,1.000131323,0.999990179,0.999963676,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
11.6,1.000964961,1.000698372,0.999995107,1.00002667,1.00012866,0.999991511,0.999964639,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
11.7,1.000974839,1.000703641,0.999996225,1.000028799,1.000126138,0.999992813,0.999965663,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
11.8,1.000982874,1.000708856,0.999997327,1.000030764,1.000123746,0.999994084,0.999966739,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
11.9,1.000989053,1.000714017,0.999998409,1.000032568,1.000121475,0.999995319,0.999967862,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
12,1.000993373,1.000719124,0.999999469,1.000034212,1.000119317,0.999996518,0.999969022,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
12.1,1.000995839,1.000724179,1.000000502,1.000035699,1.000117262,0.999997677,0.999970214,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
12.2,1.000996464,1.000729182,1.000001509,1.000037034,1.000115304,0.999998795,0.999971432,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
12.3,1.000995267,1.000734134,1.000002485,1.00003822,1.000113434,0.999999871,0.999972668,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
12.4,1.000992274,1.000739037,1.000003429,1.00003926,1.000111645,1.000000904,0.999973919,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
12.5,1.000987519,1.000743892,1.000004341,1.000040159,1.000109931,1.000001891,0.999975178,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
12.6,1.000981042,1.0007487,1.000005218,1.000040922,1.000108285,1.000002834,0.999976442,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
12.7,1.000972888,1.000753464,1.00000606,1.000041553,1.000106701,1.00000373,0.999977705,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
12.8,1.000963108,1.000758186,1.000006866,1.000042057,1.000105173,1.000004581,0.999978963,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
12.9,1.000951758,1.000762866,1.000007634,1.00004244,1.000103696,1.000005385,0.999980214,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
13,1.000938899,1.000767509,1.000008365,1.000042706,1.000102265,1.000006143,0.999981453,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
13.1,1.000924596,1.000772115,1.000009059,1.000042861,1.000100876,1.000006855,0.999982677,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
13.2,1.000908918,1.000776687,1.000009714,1.000042909,1.000099523,1.000007521,0.999983883,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
13.3,1.000891937,1.000781227,1.000010331,1.000042857,1.000098203,1.000008143,0.999985069,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
13.4,1.00087373,1.000785738,1.000010911,1.00004271,1.000096912,1.000008719,0.999986232,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
13.5,1.000854375,1.000790221,1.000011453,1.000042473,1.000095646,1.000009253,0.99998737,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
13.6,1.000833952,1.00079468,1.000011957,1.000042151,1.000094403,1.000009743,0.999988482,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
13.7,1.000812543,1.000799116,1.000012425,1.00004175,1.000093179,1.000010191,0.999989565,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
13.8,1.000790233,1.000803532,1.000012856,1.000041275,1.000091971,1.000010597,0.999990618,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
13.9,1.000767107,1.000807929,1.000013252,1.000040731,1.000090777,1.000010964,0.99999164,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
14,1.000743251,1.000812311,1.000013613,1.000040123,1.000089595,1.000011292,0.99999263,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
14.1,1.000718751,1.000816679,1.000013939,1.000039457,1.000088422,1.000011582,0.999993586,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
14.2,1.000693693,1.000821036,1.000014232,1.000038737,1.000087257,1.000011836,0.999994508,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
14.3,1.000668164,1.000825383,1.000014492,1.000037968,1.000086098,1.000012054,0.999995395,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
14.4,1.000642249,1.000829723,1.00001472,1.000037155,1.000084943,1.000012238,0.999996248,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
14.5,1.000616032,1.000834057,1.000014918,1.000036302,1.00008379,1.00001239,0.999997064,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
14.6,1.000589597,1.000838388,1.000015085,1.000035414,1.00008264,1.00001251,0.999997845,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
14.7,1.000563026,1.000842718,1.000015225,1.000034495,1.000081491,1.0000126,0.999998589,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
14.8,1.000536399,1.000847047,1.000015336,1.000033548,1.000080341,1.000012661,0.999999298,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
14.9,1.000509793,1.000851378,1.000015421,1.000032579,1.00007919,1.000012695,0.999999971,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
15,1.000483285,1.000855712,1.00001548,1.00003159,1.000078038,1.000012703,1.000000608,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
15.1,1.000456948,1.000860051,1.000015514,1.000030586,1.000076884,1.000012686,1.00000121,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
15.2,1.000430853,1.000864396,1.000015525,1.00002957,1.000075727,1.000012646,1.000001776,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
15.3,1.000405067,1.000868749,1.000015514,1.000028545,1.000074568,1.000012583,1.000002308,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
15.4,1.000379655,1.000873111,1.000015482,1.000027514,1.000073406,1.0000125,1.000002806,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
15.5,1.00035468,1.000877482,1.000015429,1.00002648,1.000072241,1.000012398,1.000003271,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
15.6,1.000330198,1.000881865,1.000015357,1.000025447,1.000071072,1.000012277,1.000003702,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
15.7,1.000306266,1.00088626,1.000015267,1.000024416,1.000069901,1.000012139,1.000004101,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
15.8,1.000282935,1.000890669,1.00001516,1.000023391,1.000068727,1.000011985,1.000004468,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
15.9,1.000260252,1.000895091,1.000015037,1.000022373,1.000067551,1.000011817,1.000004805,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
16,1.000238262,1.000899528,1.0000149,1.000021365,1.000066372,1.000011635,1.000005112,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
16.1,1.000217006,1.00090398,1.000014748,1.000020369,1.000065191,1.000011441,1.000005389,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
16.2,1.000196519,1.000908448,1.000014583,1.000019387,1.000064009,1.000011235,1.000005638,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
16.3,1.000176836,1.000912933,1.000014406,1.000018419,1.000062826,1.000011019,1.00000586,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
16.4,1.000157985,1.000917435,1.000014218,1.000017469,1.000061642,1.000010795,1.000006055,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
16.5,1.000139992,1.000921955,1.00001402,1.000016537,1.000060457,1.000010561,1.000006224,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
16.6,1.000122878,1.000926492,1.000013812,1.000015625,1.000059273,1.000010321,1.000006369,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
16.7,1.000106663,1.000931047,1.000013596,1.000014734,1.00005809,1.000010074,1.00000649,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
16.8,1.00009136,1.000935621,1.000013372,1.000013864,1.000056909,1.000009822,1.000006588,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
16.9,1.00007698,1.000940213,1.000013141,1.000013018,1.000055729,1.000009564,1.000006664,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
17,1.00006353,1.000944824,1.000012905,1.000012195,1.000054553,1.000009303,1.000006719,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
17.1,1.000051016,1.000949454,1.000012663,1.000011396,1.000053379,1.000009039,1.000006755,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
17.2,1.000039436,1.000954102,1.000012416,1.000010622,1.00005221,1.000008773,1.000006771,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
17.3,1.000028789,1.000958768,1.000012165,1.000009873,1.000051046,1.000008505,1.000006769,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
17.4,1.00001907,1.000963453,1.000011911,1.000009151,1.000049886,1.000008235,1.00000675,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
17.5,1.000010269,1.000968156,1.000011654,1.000008454,1.000048733,1.000007966,1.000006714,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
17.6,1.000002374,1.000972878,1.000011395,1.000007783,1.000047586,1.000007696,1.000006663,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
17.7,0.999995373,1.000977617,1.000011135,1.000007139,1.000046446,1.000007427,1.000006598,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
17.8,0.999989247,1.000982374,1.000010873,1.000006521,1.000045315,1.00000716,1.000006519,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
17.9,0.999983978,1.000987148,1.000010612,1.000005929,1.000044191,1.000006894,1.000006427,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
18,0.999979544,1.000991939,1.00001035,1.000005363,1.000043077,1.00000663,1.000006323,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
18.1,0.999975922,1.000996747,1.000010088,1.000004823,1.000041973,1.000006369,1.000006208,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
18.2,0.999973085,1.001001571,1.000009828,1.00000431,1.000040879,1.000006111,1.000006083,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
18.3,0.999971006,1.001006411,1.000009569,1.000003821,1.000039795,1.000005856,1.000005948,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
18.4,0.999969656,1.001011267,1.000009311,1.000003358,1.000038723,1.000005605,1.000005805,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
18.5,0.999969005,1.001016137,1.000009056,1.000002919,1.000037664,1.000005358,1.000005654,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
18.6,0.999969019,1.001021022,1.000008802,1.000002504,1.000036616,1.000005115,1.000005495,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
18.7,0.999969667,1.001025921,1.000008552,1.000002113,1.000035582,1.000004876,1.00000533,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
18.8,0.999970913,1.001030834,1.000008304,1.000001746,1.00003456,1.000004643,1.000005159,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
18.9,0.999972723,1.001035759,1.00000806,1.000001401,1.000033553,1.000004414,1.000004982,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
19,0.99997506,1.001040698,1.000007819,1.000001078,1.00003256,1.00000419,1.000004801,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
19.1,0.999977889,1.001045648,1.000007582,1.000000777,1.000031582,1.000003972,1.000004616,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
19.2,0.999981171,1.00105061,1.000007349,1.000000497,1.000030619,1.000003759,1.000004428,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
19.3,0.999984871,1.001055583,1.00000712,1.000000236,1.000029671,1.000003551,1.000004236,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
19.4,0.999988951,1.001060567,1.000006895,0.999999996,1.000028739,1.00000335,1.000004042,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
19.5,0.999993374,1.001065561,1.000006674,0.999999774,1.000027823,1.000003154,1.000003847,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
19.6,0.999998102,1.001070564,1.000006458,0.99999957,1.000026923,1.000002963,1.00000365,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
19.7,1.000003099,1.001075576,1.000006247,0.999999384,1.00002604,1.000002779,1.000003452,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
19.8,1.000008328,1.001080596,1.00000604,0.999999215,1.000025174,1.0000026,1.000003254,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
19.9,1.000013754,1.001085625,1.000005838,0.999999062,1.000024324,1.000002427,1.000003056,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
20,1.000019342,1.001090661,1.00000564,0.999998925,1.000023492,1.00000226,1.000002858,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
20.1,1.000025056,1.001095704,1.000005448,0.999998802,1.000022677,1.000002099,1.000002661,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
20.2,1.000030863,1.001100754,1.000005261,0.999998693,1.00002188,1.000001944,1.000002465,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
20.3,1.000036731,1.00110581,1.000005078,0.999998598,1.0000211,1.000001794,1.000002271,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
20.4,1.000042627,1.001110871,1.000004901,0.999998515,1.000020338,1.00000165,1.000002078,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
20.5,1.000048522,1.001115937,1.000004728,0.999998444,1.000019593,1.000001512,1.000001888,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
20.6,1.000054386,1.001121008,1.000004561,0.999998385,1.000018866,1.00000138,1.0000017,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
20.7,1.00006019,1.001126084,1.000004398,0.999998336,1.000018157,1.000001253,1.000001514,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
20.8,1.000065908,1.001131163,1.000004241,0.999998297,1.000017465,1.000001131,1.000001331,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
20.9,1.000071514,1.001136245,1.000004088,0.999998268,1.000016792,1.000001015,1.000001152,0.009981765,0.009939694,0.009987298,0.009986999,0.009985304,0.009987291,0.00998729,,,,,,,,,
