time,sp,w,value,scenario
100,Ammodytes dubius,0.136,344703301.24044704,rcp45
100,Anchoa mitchilli,0.136,289259.8592028828,rcp45
100,Clupea harengus,0.136,4219763120.3133507,rcp45
100,Gadus morhua,0.136,2748570.0319759576,rcp45
100,Glyptocephalus cynoglossus,0.136,3905458690.580228,rcp45
100,Limanda ferruginea,0.136,596848047.7313726,rcp45
100,Lophius americanus,0.136,105111.69322827118,rcp45
100,Melanogrammus aeglefinus,0.136,73857723.48365204,rcp45
100,Merluccius bilinearis,0.136,97909024.76387763,rcp45
100,Myoxocephalus octodecemspinosus,0.136,730496.1181227497,rcp45
100,Paralichthys dentatus,0.136,6748200.468388911,rcp45
100,Pseudopleuronectes americanus,0.136,6033243.075881571,rcp45
100,Rostroraja eglanteria,0.136,7777.1909182180525,rcp45
100,Squalus acanthias,0.136,28939485.98187196,rcp45
100,Urophycis chuss,0.136,998791.9373736231,rcp45
100,Urophycis tenuis,0.136,473877.0950785206,rcp45
100,Zoarces americanus,0.136,352004.15746632876,rcp45
100,Alosa pseudoharengus,0.163,11631402.90155674,rcp45
100,Alosa sapidissima,0.163,2830221.800886079,rcp45
100,Ammodytes dubius,0.163,299723573.51753706,rcp45
100,Anchoa mitchilli,0.163,256449.09356574665,rcp45
100,Clupea harengus,0.163,3725198919.735679,rcp45
100,Gadus morhua,0.163,2445807.41260731,rcp45
100,Glyptocephalus cynoglossus,0.163,3387794307.9600844,rcp45
100,Limanda ferruginea,0.163,526240112.77008265,rcp45
100,Lophius americanus,0.163,93202.05205977133,rcp45
100,Melanogrammus aeglefinus,0.163,65363926.94985265,rcp45
100,Merluccius bilinearis,0.163,86713260.80619605,rcp45
100,Myoxocephalus octodecemspinosus,0.163,648760.670546259,rcp45
100,Paralichthys dentatus,0.163,6002254.06016168,rcp45
100,Pseudopleuronectes americanus,0.163,5352435.377582823,rcp45
100,Rostroraja eglanteria,0.163,6914.205316823267,rcp45
100,Squalus acanthias,0.163,25509880.753894955,rcp45
100,Urophycis chuss,0.163,884170.4739177008,rcp45
100,Urophycis tenuis,0.163,421525.64292656025,rcp45
100,Zoarces americanus,0.163,311333.84530709404,rcp45
100,Alosa pseudoharengus,0.194,10317805.781168556,rcp45
100,Alosa sapidissima,0.194,2508789.0020751404,rcp45
100,Ammodytes dubius,0.194,260099798.1380507,rcp45
100,Anchoa mitchilli,0.194,227280.74054737762,rcp45
100,Clupea harengus,0.194,3286132907.0697246,rcp45
100,Gadus morhua,0.194,2176114.219219903,rcp45
100,Glyptocephalus cynoglossus,0.194,2932030736.22661,rcp45
100,Limanda ferruginea,0.194,463577672.3717242,rcp45
100,Lophius americanus,0.194,82612.87265017735,rcp45
100,Melanogrammus aeglefinus,0.194,57815379.07383265,rcp45
100,Merluccius bilinearis,0.194,76761174.17111073,rcp45
100,Myoxocephalus octodecemspinosus,0.194,576014.8332300415,rcp45
100,Paralichthys dentatus,0.194,5337713.028694839,rcp45
100,Pseudopleuronectes americanus,0.194,4746640.33108957,rcp45
100,Rostroraja eglanteria,0.194,6146.038828510284,rcp45
100,Squalus acanthias,0.194,22465426.605961185,rcp45
100,Urophycis chuss,0.194,782268.7704894056,rcp45
100,Urophycis tenuis,0.194,374914.1744932745,rcp45
100,Zoarces americanus,0.194,275183.47415527306,rcp45
100,Alosa pseudoharengus,0.231,9150035.850160595,rcp45
100,Alosa sapidissima,0.231,2223097.933706986,rcp45
100,Ammodytes dubius,0.231,225230564.3182658,rcp45
100,Anchoa mitchilli,0.231,201354.53217757645,rcp45
100,Clupea harengus,0.231,2896434857.91823,rcp45
100,Gadus morhua,0.231,1935875.015784907,rcp45
100,Glyptocephalus cynoglossus,0.231,2531334423.005614,rcp45
100,Limanda ferruginea,0.231,407986422.76783675,rcp45
100,Lophius americanus,0.231,73198.30544364438,rcp45
100,Melanogrammus aeglefinus,0.231,51108028.33941591,rcp45
100,Merluccius bilinearis,0.231,67915426.26696403,rcp45
100,Myoxocephalus octodecemspinosus,0.231,511273.6260377972,rcp45
100,Paralichthys dentatus,0.231,4745712.660939021,rcp45
100,Pseudopleuronectes americanus,0.231,4207651.489844467,rcp45
100,Rostroraja eglanteria,0.231,5462.3031512997995,rcp45
100,Squalus acanthias,0.231,19763796.115046054,rcp45
100,Urophycis chuss,0.231,691691.8855924193,rcp45
100,Urophycis tenuis,0.231,333414.0567620107,rcp45
100,Zoarces americanus,0.231,243057.9709508855,rcp45
100,Alosa pseudoharengus,0.275,8111965.646561433,rcp45
100,Alosa sapidissima,0.275,1969194.9063974605,rcp45
100,Ammodytes dubius,0.275,194582888.91513845,rcp45
100,Anchoa mitchilli,0.275,178314.09433867026,rcp45
100,Clupea harengus,0.275,2550662141.290481,rcp45
100,Gadus morhua,0.275,1721870.5146619347,rcp45
100,Glyptocephalus cynoglossus,0.275,2179628725.7504625,rcp45
100,Limanda ferruginea,0.275,358689503.77090323,rcp45
100,Lophius americanus,0.275,64828.74626572256,rcp45
100,Melanogrammus aeglefinus,0.275,45149419.67648206,rcp45
100,Merluccius bilinearis,0.275,60053980.5134836,rcp45
100,Myoxocephalus octodecemspinosus,0.275,453660.48649663973,rcp45
100,Paralichthys dentatus,0.275,4218357.973875983,rcp45
100,Pseudopleuronectes americanus,0.275,3728168.4815458846,rcp45
100,Rostroraja eglanteria,0.275,4853.749970773711,rcp45
100,Squalus acanthias,0.275,17367407.22248244,rcp45
100,Urophycis chuss,0.275,611199.6338599132,rcp45
100,Urophycis tenuis,0.275,296465.64005602995,rcp45
100,Zoarces americanus,0.275,214517.2297242829,rcp45
100,Alosa pseudoharengus,0.328,7189261.547194298,rcp45
100,Alosa sapidissima,0.328,1743566.7656309763,rcp45
100,Ammodytes dubius,0.328,167683987.7159626,rcp45
100,Anchoa mitchilli,0.328,157842.13532833933,rcp45
100,Clupea harengus,0.328,2243981369.1105514,rcp45
100,Gadus morhua,0.328,1531234.1365628934,rcp45
100,Glyptocephalus cynoglossus,0.328,1871502084.6284757,rcp45
100,Limanda ferruginea,0.328,314996409.8937639,rcp45
100,Lophius americanus,0.328,57389.018409981,rcp45
100,Melanogrammus aeglefinus,0.328,39857385.22265761,rcp45
100,Merluccius bilinearis,0.328,53068387.287048765,rcp45
100,Myoxocephalus octodecemspinosus,0.328,402395.27479182667,rcp45
100,Paralichthys dentatus,0.328,3748617.3927399684,rcp45
100,Pseudopleuronectes americanus,0.328,3301696.014733712,rcp45
100,Rostroraja eglanteria,0.328,4312.145708554989,rcp45
100,Squalus acanthias,0.328,15242877.738766763,rcp45
100,Urophycis chuss,0.328,539689.1629757518,rcp45
100,Urophycis tenuis,0.328,263570.67249368,rcp45
100,Zoarces americanus,0.328,189169.89925419996,rcp45
100,Alosa pseudoharengus,0.391,6369183.545233923,rcp45
100,Alosa sapidissima,0.391,1543091.4964884107,rcp45
100,Ammodytes dubius,0.391,144114000.461066,rcp45
100,Anchoa mitchilli,0.391,139656.16050840833,rcp45
100,Clupea harengus,0.391,1972098748.7670543,rcp45
100,Gadus morhua,0.391,1361413.3391066852,rcp45
100,Glyptocephalus cynoglossus,0.391,1602127116.200088,rcp45
100,Limanda ferruginea,0.391,276293140.7848051,rcp45
100,Lophius americanus,0.391,50776.75605886927,rcp45
100,Melanogrammus aeglefinus,0.391,35158880.390655614,rcp45
100,Merluccius bilinearis,0.391,46862259.317378506,rcp45
100,Myoxocephalus octodecemspinosus,0.391,356783.6024522671,rcp45
100,Paralichthys dentatus,0.391,3330228.0483485167,rcp45
100,Pseudopleuronectes americanus,0.391,2922454.0326569905,rcp45
100,Rostroraja eglanteria,0.391,3830.1600100296037,rcp45
100,Squalus acanthias,0.391,13360540.747884972,rcp45
100,Urophycis chuss,0.391,476179.46816127,rcp45
100,Urophycis tenuis,0.391,234285.54790819564,rcp45
100,Zoarces americanus,0.391,166667.86199119824,rcp45
100,Alosa pseudoharengus,0.466,5640407.187396768,rcp45
100,Alosa sapidissima,0.466,1364994.339808301,rcp45
100,Ammodytes dubius,0.466,123499576.81640759,rcp45
100,Anchoa mitchilli,0.466,123504.65556795833,rcp45
100,Clupea harengus,0.466,1731198220.0532236,rcp45
100,Gadus morhua,0.466,1210135.192313151,rcp45
100,Glyptocephalus cynoglossus,0.466,1367189706.8785684,rcp45
100,Limanda ferruginea,0.466,242033460.0900235,rcp45
100,Lophius americanus,0.466,44900.967170594624,rcp45
100,Melanogrammus aeglefinus,0.466,30988949.763577905,rcp45
100,Merluccius bilinearis,0.466,41349916.92525979,rcp45
100,Myoxocephalus octodecemspinosus,0.466,316207.3411147443,rcp45
100,Paralichthys dentatus,0.466,2957611.424303628,rcp45
100,Pseudopleuronectes americanus,0.466,2585297.8158924207,rcp45
100,Rostroraja eglanteria,0.466,3401.2664659363236,rcp45
100,Squalus acanthias,0.466,11694014.581683828,rcp45
100,Urophycis chuss,0.466,419797.6374061996,rcp45
100,Urophycis tenuis,0.466,208215.29622533286,rcp45
100,Zoarces americanus,0.466,146701.33101875358,rcp45
100,Alosa pseudoharengus,0.556,4992865.2607106725,rcp45
100,Alosa sapidissima,0.556,1206808.8098079748,rcp45
100,Ammodytes dubius,0.556,105508239.55792095,rcp45
100,Anchoa mitchilli,0.556,109163.68724014492,rcp45
100,Clupea harengus,0.556,1517886556.1095064,rcp45
100,Gadus morhua,0.556,1075375.7358913503,rcp45
100,Glyptocephalus cynoglossus,0.556,1162827247.8699253,rcp45
100,Limanda ferruginea,0.556,211731145.32009202,rcp45
100,Lophius americanus,0.556,39680.75628976459,rcp45
100,Melanogrammus aeglefinus,0.556,27289808.969694864,rcp45
100,Merluccius bilinearis,0.556,36455184.63995287,rcp45
100,Myoxocephalus octodecemspinosus,0.556,280116.18297024706,rcp45
100,Paralichthys dentatus,0.556,2625798.224335965,rcp45
100,Pseudopleuronectes americanus,0.556,2285646.9620434307,rcp45
100,Rostroraja eglanteria,0.556,3019.6542278227307,rcp45
100,Squalus acanthias,0.556,10219821.695449568,rcp45
100,Urophycis chuss,0.556,369766.64220262587,rcp45
100,Urophycis tenuis,0.556,185008.23515549034,rcp45
100,Zoarces americanus,0.556,128994.4993985105,rcp45
100,Alosa pseudoharengus,0.662,4417607.076217152,rcp45
100,Alosa sapidissima,0.662,1066342.070909289,rcp45
100,Ammodytes dubius,0.662,89843448.91899267,rcp45
100,Anchoa mitchilli,0.662,96433.87592714564,rcp45
100,Clupea harengus,0.662,1329144695.042269,rcp45
100,Gadus morhua,0.662,955332.7035011878,rcp45
100,Glyptocephalus cynoglossus,0.662,985575189.7300475,rcp45
100,Limanda ferruginea,0.662,184953123.34675556,rcp45
100,Lophius americanus,0.662,35044.18982406183,rcp45
100,Melanogrammus aeglefinus,0.662,24010030.14066104,rcp45
100,Merluccius bilinearis,0.662,32110322.660895545,rcp45
100,Myoxocephalus octodecemspinosus,0.662,248020.1380777472,rcp45
100,Paralichthys dentatus,0.662,2330361.4543159665,rcp45
100,Pseudopleuronectes americanus,0.662,2019422.284146785,rcp45
100,Rostroraja eglanteria,0.662,2680.149324547208,rcp45
100,Squalus acanthias,0.662,8917051.362320751,rcp45
100,Urophycis chuss,0.662,325394.50776431366,rcp45
100,Urophycis tenuis,0.662,164351.21084348383,rcp45
100,Zoarces americanus,0.662,113301.6830001873,rcp45
100,Alosa pseudoharengus,0.789,3906673.4273159145,rcp45
100,Alosa sapidissima,0.789,941644.1916179169,rcp45
100,Ammodytes dubius,0.789,76240298.48251128,rcp45
100,Anchoa mitchilli,0.789,85137.70130562979,rcp45
100,Clupea harengus,0.789,1162284645.9436321,rcp45
100,Gadus morhua,0.789,848401.2440086935,rcp45
100,Glyptocephalus cynoglossus,0.789,832321110.605478,rcp45
100,Limanda ferruginea,0.789,161313396.93839067,rcp45
100,Lophius americanus,0.789,30927.28819960082,rcp45
100,Melanogrammus aeglefinus,0.789,21103819.85242993,rcp45
100,Merluccius bilinearis,0.789,28255078.35842762,rcp45
100,Myoxocephalus octodecemspinosus,0.789,219482.86587300143,rcp45
100,Paralichthys dentatus,0.789,2067356.8241035468,rcp45
100,Pseudopleuronectes americanus,0.789,1782989.7707115426,rcp45
100,Rostroraja eglanteria,0.789,2378.144617992993,rcp45
100,Squalus acanthias,0.789,7767061.623699417,rcp45
100,Urophycis chuss,0.789,286064.71386380447,rcp45
100,Urophycis tenuis,0.789,145965.36295002818,rcp45
100,Zoarces americanus,0.789,99403.9039472744,rcp45
100,Alosa pseudoharengus,0.941,3452985.5067667486,rcp45
100,Alosa sapidissima,0.941,830980.8467217067,rcp45
100,Ammodytes dubius,0.941,64461778.28025245,rcp45
100,Anchoa mitchilli,0.941,75117.10221559103,rcp45
100,Clupea harengus,0.941,1014911381.0949322,rcp45
100,Gadus morhua,0.941,753152.3097351941,rcp45
100,Glyptocephalus cynoglossus,0.941,700265494.9550064,rcp45
100,Limanda ferruginea,0.941,140467677.39792514,rcp45
100,Lophius americanus,0.941,27273.13098676707,rcp45
100,Melanogrammus aeglefinus,0.941,18530379.603056114,rcp45
100,Merluccius bilinearis,0.941,24835844.56540857,rcp45
100,Myoxocephalus octodecemspinosus,0.941,194115.74907062182,rcp45
100,Paralichthys dentatus,0.941,1833269.6729165576,rcp45
100,Pseudopleuronectes americanus,0.941,1573110.8409437574,rcp45
100,Rostroraja eglanteria,0.941,2109.5374527258787,rcp45
100,Squalus acanthias,0.941,6753216.391539936,rcp45
100,Urophycis chuss,0.941,251227.6927397897,rcp45
100,Urophycis tenuis,0.941,129602.35662139162,rcp45
100,Zoarces americanus,0.941,87105.8671988293,rcp45
100,Alosa pseudoharengus,1.12,3050246.251182837,rcp45
100,Alosa sapidissima,1.12,732809.0865821512,rcp45
100,Ammodytes dubius,1.12,54295545.03387119,rcp45
100,Anchoa mitchilli,1.12,66231.35876132805,rcp45
100,Clupea harengus,1.12,884889186.087372,rcp45
100,Gadus morhua,1.12,668313.4173710016,rcp45
100,Glyptocephalus cynoglossus,1.12,586888417.3558363,rcp45
100,Limanda ferruginea,1.12,122108646.99077517,rcp45
100,Lophius americanus,1.12,24031.062595355757,rcp45
100,Melanogrammus aeglefinus,1.12,16253339.910509683,rcp45
100,Merluccius bilinearis,1.12,21804912.815013696,rcp45
100,Myoxocephalus octodecemspinosus,1.12,171572.62790230653,rcp45
100,Paralichthys dentatus,1.12,1624967.709564083,rcp45
100,Pseudopleuronectes americanus,1.12,1386898.2097982022,rcp45
100,Rostroraja eglanteria,1.12,1870.6741580504874,rcp45
100,Squalus acanthias,1.12,5860654.001632245,rcp45
100,Urophycis chuss,1.12,220393.30422577975,rcp45
100,Urophycis tenuis,1.12,115041.03003234541,rcp45
100,Zoarces americanus,1.12,76233.28760443194,rcp45
100,Alosa pseudoharengus,1.34,2692852.747370937,rcp45
100,Alosa sapidissima,1.34,645755.8345496081,rcp45
100,Ammodytes dubius,1.34,45551142.91000684,rcp45
100,Anchoa mitchilli,1.34,58355.279492837384,rcp45
100,Clupea harengus,1.34,770311992.2430564,rcp45
100,Gadus morhua,1.34,592751.519074502,rcp45
100,Glyptocephalus cynoglossus,1.34,489921327.2801455,rcp45
100,Limanda ferruginea,1.34,105961782.5317798,rcp45
100,Lophius americanus,1.34,21155.98748865505,rcp45
100,Melanogrammus aeglefinus,1.34,14240260.029154783,rcp45
100,Merluccius bilinearis,1.34,19119810.945666056,rcp45
100,Myoxocephalus octodecemspinosus,1.34,151545.12137813505,rcp45
100,Paralichthys dentatus,1.34,1439658.9368615118,rcp45
100,Pseudopleuronectes americanus,1.34,1221776.7500061495,rcp45
100,Rostroraja eglanteria,1.34,1658.300653205237,rcp45
100,Squalus acanthias,1.34,5076083.869737694,rcp45
100,Urophycis chuss,1.34,193124.18050728217,rcp45
100,Urophycis tenuis,1.34,102084.41174596318,rcp45
100,Zoarces americanus,1.34,66630.52907270395,rcp45
100,Alosa pseudoharengus,1.59,2375818.4829836786,rcp45
100,Alosa sapidissima,1.59,568598.8110936276,rcp45
100,Ammodytes dubius,1.59,38057621.19885487,rcp45
100,Anchoa mitchilli,1.59,51378.002523675015,rcp45
100,Clupea harengus,1.59,669477261.8350781,rcp45
100,Gadus morhua,1.59,525457.7497422831,rcp45
100,Glyptocephalus cynoglossus,1.59,407323143.0292651,rcp45
100,Limanda ferruginea,1.59,91781678.31493247,rcp45
100,Lophius americanus,1.59,18607.74507427503,rcp45
100,Melanogrammus aeglefinus,1.59,12462186.096988307,rcp45
100,Merluccius bilinearis,1.59,16742715.635386908,rcp45
100,Myoxocephalus octodecemspinosus,1.59,133758.47010967907,rcp45
100,Paralichthys dentatus,1.59,1274854.1988379427,rcp45
100,Pseudopleuronectes americanus,1.59,1075448.8029871355,rcp45
100,Rostroraja eglanteria,1.59,1469.5184885333697,rcp45
100,Squalus acanthias,1.59,4387608.209697534,rcp45
100,Urophycis chuss,1.59,169029.84388492387,rcp45
100,Urophycis tenuis,1.59,90557.06709595745,rcp45
100,Zoarces americanus,1.59,58158.52133563824,rcp45
100,Alosa pseudoharengus,1.9,2094704.3562897202,rcp45
100,Alosa sapidissima,1.9,500249.6165824812,rcp45
100,Ammodytes dubius,1.9,31661497.148081236,rcp45
100,Anchoa mitchilli,1.9,45204.1533667962,rcp45
100,Clupea harengus,1.9,580863036.9505446,rcp45
100,Gadus morhua,1.9,465533.84190136363,rcp45
100,Glyptocephalus cynoglossus,1.9,337259892.0682026,rcp45
100,Limanda ferruginea,1.9,79348812.59344035,rcp45
100,Lophius americanus,1.9,16350.555506815053,rcp45
100,Melanogrammus aeglefinus,1.9,10893261.247663228,rcp45
100,Merluccius bilinearis,1.9,14639931.456160301,rcp45
100,Myoxocephalus octodecemspinosus,1.9,117967.84228736274,rcp45
100,Paralichthys dentatus,1.9,1128333.8508687832,rcp45
100,Pseudopleuronectes americanus,1.9,945863.4482996155,rcp45
100,Rostroraja eglanteria,1.9,1301.745728488689,rcp45
100,Squalus acanthias,1.9,3784566.0397854554,rcp45
100,Urophycis chuss,1.9,147761.510744287,rcp45
100,Urophycis tenuis,1.9,80302.73722838865,rcp45
100,Zoarces americanus,1.9,50692.92321884666,rcp45
100,Alosa pseudoharengus,2.26,1845557.4779018739,rcp45
100,Alosa sapidissima,2.26,439738.73419064103,rcp45
100,Ammodytes dubius,2.26,26225017.373305313,rcp45
100,Anchoa mitchilli,2.26,39766.82423680136,rcp45
100,Clupea harengus,2.26,503107798.19938177,rcp45
100,Gadus morhua,2.26,412180.02248353855,rcp45
100,Glyptocephalus cynoglossus,2.26,278087183.9895206,rcp45
100,Limanda ferruginea,2.26,68466707.13086213,rcp45
100,Lophius americanus,2.26,14352.528594660214,rcp45
100,Melanogrammus aeglefinus,2.26,9510381.861953277,rcp45
100,Merluccius bilinearis,2.26,12781428.964056004,rcp45
100,Myoxocephalus octodecemspinosus,2.26,103955.05074240362,rcp45
100,Paralichthys dentatus,2.26,998118.1074287521,rcp45
100,Pseudopleuronectes americanus,2.26,831189.2926974501,rcp45
100,Rostroraja eglanteria,2.26,1152.6821472723248,rcp45
100,Squalus acanthias,2.26,3257396.9365294087,rcp45
100,Urophycis chuss,2.26,129007.50373666338,rcp45
100,Urophycis tenuis,2.26,71182.23839774568,rcp45
100,Zoarces americanus,2.26,44122.50438713795,rcp45
100,Alosa pseudoharengus,2.7,1624856.902364703,rcp45
100,Alosa sapidissima,2.7,386202.2405386616,rcp45
100,Ammodytes dubius,2.7,21624675.832990266,rcp45
100,Anchoa mitchilli,2.7,35102.63871119128,rcp45
100,Clupea harengus,2.7,434992810.6530608,rcp45
100,Gadus morhua,2.7,364684.2261985886,rcp45
100,Glyptocephalus cynoglossus,2.7,228334871.47985116,rcp45
100,Limanda ferruginea,2.7,58959434.03612903,rcp45
100,Lophius americanus,2.7,12585.22885058114,rcp45
100,Melanogrammus aeglefinus,2.7,8292894.702743152,rcp45
100,Merluccius bilinearis,2.7,11140435.171617046,rcp45
100,Myoxocephalus octodecemspinosus,2.7,91525.63471851764,rcp45
100,Paralichthys dentatus,2.7,882440.6704939906,rcp45
100,Pseudopleuronectes americanus,2.7,729790.385577481,rcp45
100,Rostroraja eglanteria,2.7,1020.2782656352762,rcp45
100,Squalus acanthias,2.7,2797522.2004473666,rcp45
100,Urophycis chuss,2.7,112489.2020766776,rcp45
100,Urophycis tenuis,2.7,63071.59264905909,rcp45
100,Zoarces americanus,2.7,38347.7202703473,rcp45
100,Alosa pseudoharengus,3.22,1429465.5208378518,rcp45
100,Alosa sapidissima,3.22,338870.03472887736,rcp45
100,Ammodytes dubius,3.22,17749974.390224997,rcp45
100,Anchoa mitchilli,3.22,31739.63333141857,rcp45
100,Clupea harengus,3.22,375426662.2224243,rcp45
100,Gadus morhua,3.22,322412.4785964829,rcp45
100,Glyptocephalus cynoglossus,3.22,186693341.29096904,rcp45
100,Limanda ferruginea,3.22,50669428.264685,rcp45
100,Lophius americanus,3.22,11023.290473594325,rcp45
100,Melanogrammus aeglefinus,3.22,7222330.18588037,rcp45
100,Merluccius bilinearis,3.22,9693070.493468376,rcp45
100,Myoxocephalus octodecemspinosus,3.22,80506.26509533748,rcp45
100,Paralichthys dentatus,3.22,779725.2843917217,rcp45
100,Pseudopleuronectes americanus,3.22,640204.9082512537,rcp45
100,Rostroraja eglanteria,3.22,902.7078087117934,rcp45
100,Squalus acanthias,3.22,2397241.282460062,rcp45
100,Urophycis chuss,3.22,97957.46697425956,rcp45
100,Urophycis tenuis,3.22,55860.36417872393,rcp45
100,Zoarces americanus,3.22,33279.45733062683,rcp45
100,Alosa pseudoharengus,3.83,1256587.4289065301,rcp45
100,Alosa sapidissima,3.83,297055.4167672786,rcp45
100,Ammodytes dubius,3.83,14502527.209651982,rcp45
100,Anchoa mitchilli,3.83,32279.207009938546,rcp45
100,Clupea harengus,3.83,323431724.9569945,rcp45
100,Gadus morhua,3.83,284800.31843438564,rcp45
100,Glyptocephalus cynoglossus,3.83,152000976.2420391,rcp45
100,Limanda ferruginea,3.83,43455567.91936557,rcp45
100,Lophius americanus,3.83,9644.076708045028,rcp45
100,Melanogrammus aeglefinus,3.83,6282167.496119977,rcp45
100,Merluccius bilinearis,3.83,8418026.921725817,rcp45
100,Myoxocephalus octodecemspinosus,3.83,70742.43640248002,rcp45
100,Paralichthys dentatus,3.83,688564.9007111535,rcp45
100,Pseudopleuronectes americanus,3.83,561126.3206617761,rcp45
100,Rostroraja eglanteria,3.83,798.3432103782964,rcp45
100,Squalus acanthias,3.83,2049641.4899846076,rcp45
100,Urophycis chuss,3.83,85189.48564446367,rcp45
100,Urophycis tenuis,3.83,49450.17849285891,rcp45
100,Zoarces americanus,3.83,28837.928053318792,rcp45
100,Alosa pseudoharengus,4.57,1103730.1569489448,rcp45
100,Alosa sapidissima,4.57,260145.86427893888,rcp45
100,Ammodytes dubius,4.57,11796168.503300214,rcp45
100,Anchoa mitchilli,4.57,41630.86230860549,rcp45
100,Clupea harengus,4.57,278132293.21517503,rcp45
100,Gadus morhua,4.57,251345.1438456295,rcp45
100,Glyptocephalus cynoglossus,4.57,123232434.03126727,rcp45
100,Limanda ferruginea,4.57,37191488.50245554,rcp45
100,Lophius americanus,4.57,8427.378605418306,rcp45
100,Melanogrammus aeglefinus,4.57,5457627.672242722,rcp45
100,Merluccius bilinearis,4.57,7296282.781215494,rcp45
100,Myoxocephalus octodecemspinosus,4.57,62096.413092290786,rcp45
100,Paralichthys dentatus,4.57,607703.1703099131,rcp45
100,Pseudopleuronectes americanus,4.57,491386.6814861084,rcp45
100,Rostroraja eglanteria,4.57,705.7338301957235,rcp45
100,Squalus acanthias,4.57,1748519.1541771435,rcp45
100,Urophycis chuss,4.57,73985.98317548336,rcp45
100,Urophycis tenuis,4.57,43753.40400924141,rcp45
100,Zoarces americanus,4.57,24951.697070726736,rcp45
100,Alosa pseudoharengus,5.44,968671.2155924473,rcp45
100,Alosa sapidissima,5.44,227594.87224095696,rcp45
100,Ammodytes dubius,5.44,9561416.698683372,rcp45
100,Anchoa mitchilli,5.44,53607.370425011315,rcp45
100,Clupea harengus,5.44,238744174.95553005,rcp45
100,Gadus morhua,5.44,221599.38021266807,rcp45
100,Glyptocephalus cynoglossus,5.44,99487491.88466218,rcp45
100,Limanda ferruginea,5.44,31764098.862368356,rcp45
100,Lophius americanus,5.44,7355.148724522141,rcp45
100,Melanogrammus aeglefinus,5.44,4735491.166612848,rcp45
100,Merluccius bilinearis,5.44,6310849.93994429,rcp45
100,Myoxocephalus octodecemspinosus,5.44,54445.40124325567,rcp45
100,Paralichthys dentatus,5.44,536018.0090073227,rcp45
100,Pseudopleuronectes americanus,5.44,429941.88656901126,rcp45
100,Rostroraja eglanteria,5.44,623.5865850563057,rcp45
100,Squalus acanthias,5.44,1488310.599761958,rcp45
100,Urophycis chuss,5.44,64168.75686712182,rcp45
100,Urophycis tenuis,5.44,38691.97800673668,rcp45
100,Zoarces americanus,5.44,21556.821698676915,rcp45
100,Alosa pseudoharengus,6.49,849428.466642102,rcp45
100,Alosa sapidissima,6.49,198914.7344716145,rcp45
100,Ammodytes dubius,6.49,7770241.18558549,rcp45
100,Anchoa mitchilli,6.49,56060.28051245259,rcp45
100,Clupea harengus,6.49,204565534.0238525,rcp45
100,Gadus morhua,6.49,195164.3796825888,rcp45
100,Glyptocephalus cynoglossus,6.49,79980301.05304176,rcp45
100,Limanda ferruginea,6.49,27072277.493871205,rcp45
100,Lophius americanus,6.49,6411.265750486878,rcp45
100,Melanogrammus aeglefinus,6.49,4103936.73884583,rcp45
100,Merluccius bilinearis,6.49,5446549.798387102,rcp45
100,Myoxocephalus octodecemspinosus,6.49,47679.920159529436,rcp45
100,Paralichthys dentatus,6.49,472507.0097865988,rcp45
100,Pseudopleuronectes americanus,6.49,375858.59675222175,rcp45
100,Rostroraja eglanteria,6.49,550.7487297412966,rcp45
100,Squalus acanthias,6.49,1264031.4201656755,rcp45
100,Urophycis chuss,6.49,55578.49253907874,rcp45
100,Urophycis tenuis,6.49,34196.36082656664,rcp45
100,Zoarces americanus,6.49,18596.09190772846,rcp45
100,Alosa pseudoharengus,7.73,744233.8814314062,rcp45
100,Alosa sapidissima,7.73,173670.1581028885,rcp45
100,Ammodytes dubius,7.73,6545671.946594741,rcp45
100,Anchoa mitchilli,7.73,53567.68459984369,rcp45
100,Clupea harengus,7.73,174968802.5655104,rcp45
100,Gadus morhua,7.73,171684.9728357396,rcp45
100,Glyptocephalus cynoglossus,7.73,64028976.435722195,rcp45
100,Limanda ferruginea,7.73,23025738.790575486,rcp45
100,Lophius americanus,7.73,5581.326356863472,rcp45
100,Melanogrammus aeglefinus,7.73,3552398.8742871284,rcp45
100,Merluccius bilinearis,7.73,4689814.652209996,rcp45
100,Myoxocephalus octodecemspinosus,7.73,41702.35108993568,rcp45
100,Paralichthys dentatus,7.73,416274.4973512077,rcp45
100,Pseudopleuronectes americanus,7.73,328302.64923755993,rcp45
100,Rostroraja eglanteria,7.73,486.1925491564416,rcp45
100,Squalus acanthias,7.73,1071222.7218628086,rcp45
100,Urophycis chuss,7.73,48072.82672083899,rcp45
100,Urophycis tenuis,7.73,30204.60389765133,rcp45
100,Zoarces americanus,7.73,16018.35636665591,rcp45
100,Alosa pseudoharengus,9.22,651510.2946304979,rcp45
100,Alosa sapidissima,9.22,151472.6134671896,rcp45
100,Ammodytes dubius,9.22,6420861.649232631,rcp45
100,Anchoa mitchilli,9.22,50486.51782779741,rcp45
100,Clupea harengus,9.22,149393503.68105656,rcp45
100,Gadus morhua,9.22,150844.6011337667,rcp45
100,Glyptocephalus cynoglossus,9.22,51045510.57806012,rcp45
100,Limanda ferruginea,9.22,19544143.766365945,rcp45
100,Lophius americanus,9.22,4852.460675437044,rcp45
100,Melanogrammus aeglefinus,9.22,3071441.2201540284,rcp45
100,Merluccius bilinearis,9.22,4028510.637383912,rcp45
