time,sp,w,value,scenario
100,Gadus morhua,5.91,601188.7312165179,rcp2013
100,Glyptocephalus cynoglossus,5.91,19482148.938749928,rcp2013
100,Limanda ferruginea,5.91,37295744.9092966,rcp2013
100,Lophius americanus,5.91,6932.228887501466,rcp2013
100,Melanogrammus aeglefinus,5.91,4529993.143106412,rcp2013
100,Merluccius bilinearis,5.91,6067281.615443555,rcp2013
100,Myoxocephalus octodecemspinosus,5.91,103100.37908976816,rcp2013
100,Paralichthys dentatus,5.91,375410.16469241906,rcp2013
100,Pseudopleuronectes americanus,5.91,785934.4209305994,rcp2013
100,Rostroraja eglanteria,5.91,569.2303280577239,rcp2013
100,Squalus acanthias,5.91,67967080.86504035,rcp2013
100,Urophycis chuss,5.91,47514.15057307328,rcp2013
100,Urophycis tenuis,5.91,177582.79232656132,rcp2013
100,Zoarces americanus,5.91,2467338.087105088,rcp2013
100,Alosa pseudoharengus,7.03,765152.4228905564,rcp2013
100,Alosa sapidissima,7.03,138463.45473755675,rcp2013
100,Ammodytes dubius,7.03,5406115.926893931,rcp2013
100,Anchoa mitchilli,7.03,26647.19353159016,rcp2013
100,Clupea harengus,7.03,1087509565.666734,rcp2013
100,Gadus morhua,7.03,524733.742924764,rcp2013
100,Glyptocephalus cynoglossus,7.03,16002932.33667147,rcp2013
100,Limanda ferruginea,7.03,31294698.874803636,rcp2013
100,Lophius americanus,7.03,6013.122584302069,rcp2013
100,Melanogrammus aeglefinus,7.03,3887232.218677855,rcp2013
100,Merluccius bilinearis,7.03,5206068.908772955,rcp2013
100,Myoxocephalus octodecemspinosus,7.03,89184.73084157582,rcp2013
100,Paralichthys dentatus,7.03,329419.65768778924,rcp2013
100,Pseudopleuronectes americanus,7.03,680459.7644437534,rcp2013
100,Rostroraja eglanteria,7.03,503.92279160889916,rcp2013
100,Squalus acanthias,7.03,55990323.85075738,rcp2013
100,Urophycis chuss,7.03,41032.02271034749,rcp2013
100,Urophycis tenuis,7.03,153887.74348971152,rcp2013
100,Zoarces americanus,7.03,2039278.6847678735,rcp2013
100,Alosa pseudoharengus,8.37,666276.2011380016,rcp2013
100,Alosa sapidissima,8.37,119944.09252346505,rcp2013
100,Ammodytes dubius,8.37,4792212.703681415,rcp2013
100,Anchoa mitchilli,8.37,24586.729926904853,rcp2013
100,Clupea harengus,8.37,912240725.1630771,rcp2013
100,Gadus morhua,8.37,457362.78046916815,rcp2013
100,Glyptocephalus cynoglossus,8.37,13091383.819243917,rcp2013
100,Limanda ferruginea,8.37,26178887.302668087,rcp2013
100,Lophius americanus,8.37,5206.773222236197,rcp2013
100,Melanogrammus aeglefinus,8.37,3329137.06696056,rcp2013
100,Merluccius bilinearis,8.37,4456021.987112517,rcp2013
100,Myoxocephalus octodecemspinosus,8.37,77010.5059460562,rcp2013
100,Paralichthys dentatus,8.37,288850.1937914971,rcp2013
100,Pseudopleuronectes americanus,8.37,588275.6007859708,rcp2013
100,Rostroraja eglanteria,8.37,445.94993405736227,rcp2013
100,Squalus acanthias,8.37,45946782.2529626,rcp2013
100,Urophycis chuss,8.37,35373.43554126842,rcp2013
100,Urophycis tenuis,8.37,133118.31368207137,rcp2013
100,Zoarces americanus,8.37,1679045.2026739984,rcp2013
100,Alosa pseudoharengus,9.96,579381.1928339625,rcp2013
100,Alosa sapidissima,9.96,103741.86239046983,rcp2013
100,Ammodytes dubius,9.96,4942557.566259105,rcp2013
100,Anchoa mitchilli,9.96,22702.19825071944,rcp2013
100,Clupea harengus,9.96,763059153.8812972,rcp2013
100,Gadus morhua,9.96,398060.2272026338,rcp2013
100,Glyptocephalus cynoglossus,9.96,10665496.11223272,rcp2013
100,Limanda ferruginea,9.96,21831586.430870723,rcp2013
100,Lophius americanus,9.96,4500.316550757781,rcp2013
100,Melanogrammus aeglefinus,9.96,2845518.6729708877,rcp2013
100,Merluccius bilinearis,9.96,3804169.1438838583,rcp2013
100,Myoxocephalus octodecemspinosus,9.96,66375.90229483589,rcp2013
100,Paralichthys dentatus,9.96,253100.64029440607,rcp2013
100,Pseudopleuronectes americanus,9.96,507830.52364202123,rcp2013
100,Rostroraja eglanteria,9.96,394.50906196675476,rcp2013
100,Squalus acanthias,9.96,37559940.00493243,rcp2013
100,Urophycis chuss,9.96,30441.812597710243,rcp2013
100,Urophycis tenuis,9.96,114939.32838872711,rcp2013
100,Zoarces americanus,9.96,1377091.3257549233,rcp2013
100,Alosa pseudoharengus,11.8,503111.15962752316,rcp2013
100,Alosa sapidissima,11.8,89588.89002522128,rcp2013
100,Ammodytes dubius,11.8,4862398.35320775,rcp2013
100,Anchoa mitchilli,11.8,21304.342288828757,rcp2013
100,Clupea harengus,11.8,636471094.5279392,rcp2013
100,Gadus morhua,11.8,345919.4884579987,rcp2013
100,Glyptocephalus cynoglossus,11.8,8653236.885934325,rcp2013
100,Limanda ferruginea,11.8,18149382.029180657,rcp2013
100,Lophius americanus,11.8,3882.2842671621047,rcp2013
100,Melanogrammus aeglefinus,11.8,2427296.2004530616,rcp2013
100,Merluccius bilinearis,11.8,3238940.3296336094,rcp2013
100,Myoxocephalus octodecemspinosus,11.8,57100.98610730507,rcp2013
100,Paralichthys dentatus,11.8,221631.9924048615,rcp2013
100,Pseudopleuronectes americanus,11.8,437739.27421648626,rcp2013
100,Rostroraja eglanteria,11.8,348.8832856456308,rcp2013
100,Squalus acanthias,11.8,30586494.158513367,rcp2013
100,Urophycis chuss,11.8,26151.017034695164,rcp2013
100,Urophycis tenuis,11.8,99051.95461547599,rcp2013
100,Zoarces americanus,11.8,1125016.668831818,rcp2013
100,Alosa pseudoharengus,14.1,436260.7939549397,rcp2013
100,Alosa sapidissima,14.1,77245.97737120754,rcp2013
100,Ammodytes dubius,14.1,3512061.0508033987,rcp2013
100,Anchoa mitchilli,14.1,21031.231145482114,rcp2013
100,Clupea harengus,14.1,529390678.9351512,rcp2013
100,Gadus morhua,14.1,300480.65017164976,rcp2013
100,Glyptocephalus cynoglossus,14.1,6993434.550769364,rcp2013
100,Limanda ferruginea,14.1,15044963.391525442,rcp2013
100,Lophius americanus,14.1,3349.3170595818538,rcp2013
100,Melanogrammus aeglefinus,14.1,2066618.0125927306,rcp2013
100,Merluccius bilinearis,14.1,2762330.3134335685,rcp2013
100,Myoxocephalus octodecemspinosus,14.1,49079.644640251354,rcp2013
100,Paralichthys dentatus,14.1,194080.62571575522,rcp2013
100,Pseudopleuronectes americanus,14.1,376869.7130325397,rcp2013
100,Rostroraja eglanteria,14.1,308.4386596948609,rcp2013
100,Squalus acanthias,14.1,24819951.1060247,rcp2013
100,Urophycis chuss,14.1,22437.015288321927,rcp2013
100,Urophycis tenuis,14.1,85529.9766890637,rcp2013
100,Zoarces americanus,14.1,915698.1497959457,rcp2013
100,Alosa pseudoharengus,16.8,377743.92935291905,rcp2013
100,Alosa sapidissima,16.8,66499.60525099629,rcp2013
100,Ammodytes dubius,16.8,2062906.201917417,rcp2013
100,Anchoa mitchilli,16.8,4155.705042161561,rcp2013
100,Clupea harengus,16.8,439096613.1269987,rcp2013
100,Gadus morhua,16.8,260626.6929512436,rcp2013
100,Glyptocephalus cynoglossus,16.8,5628972.277685541,rcp2013
100,Limanda ferruginea,16.8,12433013.352127913,rcp2013
100,Lophius americanus,16.8,2884.431502790093,rcp2013
100,Melanogrammus aeglefinus,16.8,1756042.6172556912,rcp2013
100,Merluccius bilinearis,16.8,2349354.8880833103,rcp2013
100,Myoxocephalus octodecemspinosus,16.8,42106.517902099105,rcp2013
100,Paralichthys dentatus,16.8,169877.84523519178,rcp2013
100,Pseudopleuronectes americanus,16.8,324009.6973971503,rcp2013
100,Rostroraja eglanteria,16.8,272.5981969182745,rcp2013
100,Squalus acanthias,16.8,20066218.68334911,rcp2013
100,Urophycis chuss,16.8,19216.846522674885,rcp2013
100,Urophycis tenuis,16.8,73703.27540746621,rcp2013
100,Zoarces americanus,16.8,742404.6190650951,rcp2013
100,Alosa pseudoharengus,19.9,326596.56900788733,rcp2013
100,Alosa sapidissima,19.9,57159.32961275111,rcp2013
100,Ammodytes dubius,19.9,1055197.957072965,rcp2013
100,Clupea harengus,19.9,363201122.16059726,rcp2013
100,Gadus morhua,19.9,225716.28156081107,rcp2013
100,Glyptocephalus cynoglossus,19.9,4512435.127029093,rcp2013
100,Limanda ferruginea,19.9,10242924.317304881,rcp2013
100,Lophius americanus,19.9,2479.546555221133,rcp2013
100,Melanogrammus aeglefinus,19.9,1489195.4841541885,rcp2013
100,Merluccius bilinearis,19.9,1992318.2631687464,rcp2013
100,Myoxocephalus octodecemspinosus,19.9,36055.138977866896,rcp2013
100,Paralichthys dentatus,19.9,148638.05683699698,rcp2013
100,Pseudopleuronectes americanus,19.9,278180.01344216155,rcp2013
100,Rostroraja eglanteria,19.9,240.8517210465614,rcp2013
100,Squalus acanthias,19.9,16164353.572396174,rcp2013
100,Urophycis chuss,19.9,16429.923286651072,rcp2013
100,Urophycis tenuis,19.9,63375.03624800718,rcp2013
100,Zoarces americanus,19.9,599550.3504174827,rcp2013
100,Alosa pseudoharengus,23.7,281958.77346728975,rcp2013
100,Alosa sapidissima,23.7,49055.429458967235,rcp2013
100,Ammodytes dubius,23.7,459322.9371684093,rcp2013
100,Clupea harengus,23.7,299621093.78490615,rcp2013
100,Gadus morhua,23.7,195177.22753389913,rcp2013
100,Glyptocephalus cynoglossus,23.7,3602969.3173059444,rcp2013
100,Limanda ferruginea,23.7,8412909.530601177,rcp2013
100,Lophius americanus,23.7,2127.4673511856445,rcp2013
100,Melanogrammus aeglefinus,23.7,1260428.6295635335,rcp2013
100,Merluccius bilinearis,23.7,1684392.618652812,rcp2013
100,Myoxocephalus octodecemspinosus,23.7,30813.056306042185,rcp2013
100,Paralichthys dentatus,23.7,130016.45303599154,rcp2013
100,Pseudopleuronectes americanus,23.7,238510.23835720826,rcp2013
100,Rostroraja eglanteria,23.7,212.74388633055167,rcp2013
100,Squalus acanthias,23.7,12975460.20704043,rcp2013
100,Urophycis chuss,23.7,14022.42394983251,rcp2013
100,Urophycis tenuis,23.7,54370.27597049181,rcp2013
100,Zoarces americanus,23.7,482298.5871749443,rcp2013
100,Alosa pseudoharengus,28.2,243063.7583766245,rcp2013
100,Alosa sapidissima,28.2,42036.81345576218,rcp2013
100,Ammodytes dubius,28.2,153560.15982270637,rcp2013
100,Clupea harengus,28.2,246575758.95481074,rcp2013
100,Gadus morhua,28.2,168499.38484747102,rcp2013
100,Glyptocephalus cynoglossus,28.2,2865567.3354513715,rcp2013
100,Limanda ferruginea,28.2,6889163.561507088,rcp2013
100,Lophius americanus,28.2,1821.7988588058743,rcp2013
100,Melanogrammus aeglefinus,28.2,1064747.555842571,rcp2013
100,Merluccius bilinearis,28.2,1419530.7341889606,rcp2013
100,Myoxocephalus octodecemspinosus,28.2,26280.412633182434,rcp2013
100,Paralichthys dentatus,28.2,113705.07605867338,rcp2013
100,Pseudopleuronectes americanus,28.2,204227.9102837529,rcp2013
100,Rostroraja eglanteria,28.2,187.8684148409825,rcp2013
100,Squalus acanthias,28.2,10380330.672088683,rcp2013
100,Urophycis chuss,28.2,11946.6092214407,rcp2013
100,Urophycis tenuis,28.2,46533.60803702937,rcp2013
100,Zoarces americanus,28.2,386480.7986393606,rcp2013
100,Alosa pseudoharengus,33.6,209228.18334038308,rcp2013
100,Alosa sapidissima,33.6,35969.143099983594,rcp2013
100,Ammodytes dubius,33.6,26566.16202063579,rcp2013
100,Clupea harengus,33.6,202696345.9458872,rcp2013
100,Gadus morhua,33.6,145228.20200788966,rcp2013
100,Glyptocephalus cynoglossus,33.6,2270400.6283767587,rcp2013
100,Limanda ferruginea,33.6,5625318.799145382,rcp2013
100,Lophius americanus,33.6,1556.8661620002677,rcp2013
100,Melanogrammus aeglefinus,33.6,897744.8628324906,rcp2013
100,Merluccius bilinearis,33.6,1192380.6927478744,rcp2013
100,Myoxocephalus octodecemspinosus,33.6,22368.649522965967,rcp2013
100,Paralichthys dentatus,33.6,99429.26707463419,rcp2013
100,Pseudopleuronectes americanus,33.6,174648.68897187413,rcp2013
100,Rostroraja eglanteria,33.6,165.86295003977406,rcp2013
100,Squalus acanthias,33.6,8277230.646563382,rcp2013
100,Urophycis chuss,33.6,10160.20008524661,rcp2013
100,Urophycis tenuis,33.6,39727.112238143774,rcp2013
100,Zoarces americanus,33.6,308522.00267896097,rcp2013
100,Alosa pseudoharengus,40,179843.49024607425,rcp2013
100,Alosa sapidissima,40,30733.150774237074,rcp2013
100,Clupea harengus,40,167658316.269679,rcp2013
100,Gadus morhua,40,124958.7512884614,rcp2013
100,Glyptocephalus cynoglossus,40,1792199.626674224,rcp2013
100,Limanda ferruginea,40,4583069.253979573,rcp2013
100,Lophius americanus,40,1327.637366200759,rcp2013
100,Melanogrammus aeglefinus,40,755539.7347544255,rcp2013
100,Merluccius bilinearis,40,998198.9674691585,rcp2013
100,Myoxocephalus octodecemspinosus,40,18999.301544086917,rcp2013
100,Paralichthys dentatus,40,86944.45188977689,rcp2013
100,Pseudopleuronectes americanus,40,149167.3637635212,rcp2013
100,Rostroraja eglanteria,40,146.404455102312,rcp2013
100,Squalus acanthias,40,6579833.010251702,rcp2013
100,Urophycis chuss,40,8625.806876448973,rcp2013
100,Urophycis tenuis,40,33828.17468006324,rcp2013
100,Zoarces americanus,40,245372.245912286,rcp2013
100,Alosa pseudoharengus,47.5,154368.15848761785,rcp2013
100,Alosa sapidissima,47.5,26223.142406560848,rcp2013
100,Clupea harengus,47.5,144972198.58327046,rcp2013
100,Gadus morhua,47.5,107329.27345608363,rcp2013
100,Glyptocephalus cynoglossus,47.5,1409678.8913195296,rcp2013
100,Limanda ferruginea,47.5,3738125.8872708892,rcp2013
100,Lophius americanus,47.5,1129.6268010833696,rcp2013
100,Melanogrammus aeglefinus,47.5,634722.0343477334,rcp2013
100,Merluccius bilinearis,47.5,832731.4962053453,rcp2013
100,Myoxocephalus octodecemspinosus,47.5,16102.70421354031,rcp2013
100,Paralichthys dentatus,47.5,76033.2198842192,rcp2013
100,Pseudopleuronectes americanus,47.5,127249.34702961371,rcp2013
100,Rostroraja eglanteria,47.5,129.20509309190908,rcp2013
100,Squalus acanthias,47.5,5215290.544746583,rcp2013
100,Urophycis chuss,47.5,7310.368508652789,rcp2013
100,Urophycis tenuis,47.5,28726.379000766814,rcp2013
100,Zoarces americanus,47.5,194445.3252547976,rcp2013
100,Alosa pseudoharengus,56.6,132320.71756406664,rcp2013
100,Alosa sapidissima,56.6,22345.745104234535,rcp2013
100,Clupea harengus,56.6,148207933.34506574,rcp2013
100,Gadus morhua,56.6,92009.55919968223,rcp2013
100,Glyptocephalus cynoglossus,56.6,1104995.9376825404,rcp2013
100,Limanda ferruginea,56.6,3109763.5284137083,rcp2013
100,Lophius americanus,56.6,958.6740037748372,rcp2013
100,Melanogrammus aeglefinus,56.6,532296.9490197266,rcp2013
100,Merluccius bilinearis,56.6,691923.1473696701,rcp2013
100,Myoxocephalus octodecemspinosus,56.6,13615.788573977803,rcp2013
100,Paralichthys dentatus,56.6,66502.66204675272,rcp2013
100,Pseudopleuronectes americanus,56.6,108421.16845703799,rcp2013
100,Rostroraja eglanteria,56.6,114.0085340011588,rcp2013
100,Squalus acanthias,56.6,4122394.6594897173,rcp2013
100,Urophycis chuss,56.6,6184.4164597911495,rcp2013
100,Urophycis tenuis,56.6,24315.027811746077,rcp2013
100,Zoarces americanus,56.6,153570.54584248035,rcp2013
100,Alosa pseudoharengus,67.3,113273.04337115207,rcp2013
100,Alosa sapidissima,67.3,19019.230248396958,rcp2013
100,Clupea harengus,67.3,167023100.44457826,rcp2013
100,Gadus morhua,67.3,78671.33987715449,rcp2013
100,Glyptocephalus cynoglossus,67.3,863214.7094735565,rcp2013
100,Limanda ferruginea,67.3,2861620.5424440987,rcp2013
100,Lophius americanus,67.3,810.3553356140575,rcp2013
100,Melanogrammus aeglefinus,67.3,445618.9905364832,rcp2013
100,Merluccius bilinearis,67.3,571197.4573010951,rcp2013
100,Myoxocephalus octodecemspinosus,67.3,11476.872747377869,rcp2013
100,Paralichthys dentatus,67.3,58181.933827306166,rcp2013
100,Pseudopleuronectes americanus,67.3,92255.74650365161,rcp2013
100,Rostroraja eglanteria,67.3,100.58664057211844,rcp2013
100,Squalus acanthias,67.3,3249685.503323091,rcp2013
100,Urophycis chuss,67.3,5220.664606673336,rcp2013
100,Urophycis tenuis,67.3,20467.58237051045,rcp2013
100,Zoarces americanus,67.3,120989.02303181517,rcp2013
100,Alosa pseudoharengus,80,96845.33223260264,rcp2013
100,Alosa sapidissima,80,16175.24867270706,rcp2013
100,Clupea harengus,80,151014299.53887245,rcp2013
100,Gadus morhua,80,67017.85238586161,rcp2013
100,Glyptocephalus cynoglossus,80,671994.6386718935,rcp2013
100,Limanda ferruginea,80,3079260.9525533887,rcp2013
100,Lophius americanus,80,680.8961077663026,rcp2013
100,Melanogrammus aeglefinus,80,372374.9880258414,rcp2013
100,Merluccius bilinearis,80,467129.68760075595,rcp2013
100,Myoxocephalus octodecemspinosus,80,9631.638530347936,rcp2013
100,Paralichthys dentatus,80,50920.02355805233,rcp2013
100,Pseudopleuronectes americanus,80,78374.90752963646,rcp2013
100,Rostroraja eglanteria,80,88.73649150467502,rcp2013
100,Squalus acanthias,80,2554553.9949375265,rcp2013
100,Urophycis chuss,80,4394.973636866965,rcp2013
100,Urophycis tenuis,80,17083.810390876977,rcp2013
100,Zoarces americanus,80,95591.097262442,rcp2013
100,Alosa pseudoharengus,95.2,82704.52222733172,rcp2013
100,Alosa sapidissima,95.2,13772.470668461892,rcp2013
100,Clupea harengus,95.2,108039965.96472208,rcp2013
100,Gadus morhua,95.2,56902.19513503699,rcp2013
100,Glyptocephalus cynoglossus,95.2,521491.7001671997,rcp2013
100,Limanda ferruginea,95.2,3062438.52582109,rcp2013
100,Lophius americanus,95.2,569.6229931184143,rcp2013
100,Melanogrammus aeglefinus,95.2,310640.55009902007,rcp2013
100,Merluccius bilinearis,95.2,380327.5069460449,rcp2013
100,Myoxocephalus octodecemspinosus,95.2,8053.056094652314,rcp2013
100,Paralichthys dentatus,95.2,44583.71700783982,rcp2013
100,Pseudopleuronectes americanus,95.2,66480.73212711314,rcp2013
100,Rostroraja eglanteria,95.2,78.27770685435603,rcp2013
100,Squalus acanthias,95.2,2003278.467590916,rcp2013
100,Urophycis chuss,95.2,3690.706284010035,rcp2013
100,Urophycis tenuis,95.2,14192.15367812135,rcp2013
100,Zoarces americanus,95.2,78026.87288318516,rcp2013
100,Alosa pseudoharengus,113,70563.16890929163,rcp2013
100,Alosa sapidissima,113,11866.759329921122,rcp2013
100,Clupea harengus,113,68555208.18460858,rcp2013
100,Gadus morhua,113,48223.61125405723,rcp2013
100,Glyptocephalus cynoglossus,113,403712.6157231601,rcp2013
100,Limanda ferruginea,113,2307750.9080329402,rcp2013
100,Lophius americanus,113,476.09179167251017,rcp2013
100,Melanogrammus aeglefinus,113,258771.69328345437,rcp2013
100,Merluccius bilinearis,113,310410.88774160773,rcp2013
100,Myoxocephalus octodecemspinosus,113,6720.778121016369,rcp2013
100,Paralichthys dentatus,113,39055.73272639803,rcp2013
100,Pseudopleuronectes americanus,113,56324.56182300303,rcp2013
100,Rostroraja eglanteria,113,69.05004412931703,rcp2013
100,Squalus acanthias,113,1568333.9720366513,rcp2013
100,Urophycis chuss,113,3094.415222351826,rcp2013
100,Urophycis tenuis,113,11805.057565961239,rcp2013
100,Zoarces americanus,113,73174.35235327392,rcp2013
100,Alosa pseudoharengus,135,60199.68330645757,rcp2013
100,Alosa sapidissima,135,10883.546796675606,rcp2013
100,Clupea harengus,135,39431731.64243896,rcp2013
100,Gadus morhua,135,40832.19555665618,rcp2013
100,Glyptocephalus cynoglossus,135,312145.8282582335,rcp2013
100,Limanda ferruginea,135,1483733.7884763626,rcp2013
100,Lophius americanus,135,398.3068392470888,rcp2013
100,Melanogrammus aeglefinus,135,215306.5442627271,rcp2013
100,Merluccius bilinearis,135,254571.2465070479,rcp2013
100,Myoxocephalus octodecemspinosus,135,5605.46743710498,rcp2013
100,Paralichthys dentatus,135,34233.01253848369,rcp2013
100,Pseudopleuronectes americanus,135,47675.16416086218,rcp2013
100,Rostroraja eglanteria,135,60.911237477690435,rcp2013
100,Squalus acanthias,135,1226505.4886723082,rcp2013
100,Urophycis chuss,135,2592.045450343052,rcp2013
100,Urophycis tenuis,135,9855.543612453166,rcp2013
100,Zoarces americanus,135,73889.09373684504,rcp2013
100,Alosa pseudoharengus,160,51584.66645627174,rcp2013
100,Alosa sapidissima,160,11303.98760125276,rcp2013
100,Clupea harengus,160,19715718.950489726,rcp2013
100,Gadus morhua,160,34565.537321731645,rcp2013
100,Glyptocephalus cynoglossus,160,242145.9657789657,rcp2013
100,Limanda ferruginea,160,865885.7098668775,rcp2013
100,Lophius americanus,160,333.88254307340213,rcp2013
100,Melanogrammus aeglefinus,160,178966.8345860326,rcp2013
100,Merluccius bilinearis,160,209886.30170252878,rcp2013
100,Myoxocephalus octodecemspinosus,160,4676.898753651592,rcp2013
100,Paralichthys dentatus,160,30025.161291810677,rcp2013
100,Pseudopleuronectes americanus,160,40324.25454356928,rcp2013
100,Rostroraja eglanteria,160,53.73505648582119,rcp2013
100,Squalus acanthias,160,958667.3792426836,rcp2013
100,Urophycis chuss,160,2170.243325461291,rcp2013
100,Urophycis tenuis,160,8263.331584271971,rcp2013
100,Zoarces americanus,160,59841.92782339988,rcp2013
100,Alosa pseudoharengus,191,45458.562655862144,rcp2013
100,Alosa sapidissima,191,11825.70104117708,rcp2013
100,Clupea harengus,191,7473301.586925346,rcp2013
100,Gadus morhua,191,29269.541318761352,rcp2013
100,Glyptocephalus cynoglossus,191,192887.81029384703,rcp2013
100,Limanda ferruginea,191,452322.46426400344,rcp2013
100,Lophius americanus,191,280.58699751911166,rcp2013
100,Melanogrammus aeglefinus,191,148648.37536914152,rcp2013
100,Merluccius bilinearis,191,174097.71320573354,rcp2013
100,Myoxocephalus octodecemspinosus,191,3910.4855972007344,rcp2013
100,Paralichthys dentatus,191,26353.026199723154,rcp2013
100,Pseudopleuronectes americanus,191,34088.51932728546,rcp2013
100,Rostroraja eglanteria,191,47.40956378187419,rcp2013
100,Squalus acanthias,191,749318.0184318024,rcp2013
100,Urophycis chuss,191,1817.0211675481728,rcp2013
100,Urophycis tenuis,191,6958.898661662615,rcp2013
100,Zoarces americanus,191,36529.499025886515,rcp2013
100,Alosa pseudoharengus,227,44712.546245425634,rcp2013
100,Alosa sapidissima,227,10451.771605785398,rcp2013
100,Clupea harengus,227,785065.5302419703,rcp2013
100,Gadus morhua,227,24803.057074798216,rcp2013
100,Glyptocephalus cynoglossus,227,172954.38531016916,rcp2013
100,Limanda ferruginea,227,196097.41575684756,rcp2013
100,Lophius americanus,227,236.46263560100465,rcp2013
100,Melanogrammus aeglefinus,227,123402.0344021528,rcp2013
100,Merluccius bilinearis,227,146074.6741150973,rcp2013
100,Myoxocephalus octodecemspinosus,227,3301.167628961961,rcp2013
100,Paralichthys dentatus,227,23147.40927308554,rcp2013
100,Pseudopleuronectes americanus,227,28807.941785619678,rcp2013
100,Rostroraja eglanteria,227,41.83555278334803,rcp2013
100,Squalus acanthias,227,585996.5765912764,rcp2013
100,Urophycis chuss,227,1521.7989855316112,rcp2013
100,Urophycis tenuis,227,5885.502001547054,rcp2013
100,Zoarces americanus,227,19039.634835522837,rcp2013
100,Alosa pseudoharengus,270,47615.796503216385,rcp2013
100,Alosa sapidissima,270,8461.655049146511,rcp2013
100,Gadus morhua,270,21039.18483595928,rcp2013
100,Glyptocephalus cynoglossus,270,166744.36832183698,rcp2013
100,Limanda ferruginea,270,51475.63368645067,rcp2013
100,Lophius americanus,270,199.84574093573713,rcp2013
100,Melanogrammus aeglefinus,270,102415.69746351508,rcp2013
100,Merluccius bilinearis,270,127884.34921039394,rcp2013
100,Myoxocephalus octodecemspinosus,270,2922.680440391937,rcp2013
100,Paralichthys dentatus,270,20347.908927942928,rcp2013
100,Pseudopleuronectes americanus,270,24345.36333848487,rcp2013
100,Rostroraja eglanteria,270,36.9251485415918,rcp2013
100,Squalus acanthias,270,458757.78244463605,rcp2013
100,Urophycis chuss,270,1275.3378121232527,rcp2013
100,Urophycis tenuis,270,4997.293685686476,rcp2013
100,Zoarces americanus,270,8709.417603590971,rcp2013
100,Alosa pseudoharengus,321,45165.611714234816,rcp2013
100,Alosa sapidissima,321,6645.066476951458,rcp2013
100,Gadus morhua,321,17851.12416427366,rcp2013
100,Glyptocephalus cynoglossus,321,134120.31149314845,rcp2013
100,Lophius americanus,321,169.184610699967,rcp2013
100,Melanogrammus aeglefinus,321,84987.33618915999,rcp2013
100,Merluccius bilinearis,321,130967.58745292445,rcp2013
100,Myoxocephalus octodecemspinosus,321,3088.6616677766992,rcp2013
100,Paralichthys dentatus,321,17901.898139486533,rcp2013
100,Pseudopleuronectes americanus,321,20588.969727899996,rcp2013
100,Rostroraja eglanteria,321,32.60055573717641,rcp2013
100,Squalus acanthias,321,359628.95510443556,rcp2013
100,Urophycis chuss,321,1069.1061844214182,rcp2013
100,Urophycis tenuis,321,4247.498092487136,rcp2013
100,Zoarces americanus,321,3327.064000315766,rcp2013
100,Alosa pseudoharengus,382,37995.96385588098,rcp2013
100,Alosa sapidissima,382,5128.6634088187775,rcp2013
100,Gadus morhua,382,15152.598945530031,rcp2013
100,Glyptocephalus cynoglossus,382,78834.97454640565,rcp2013
100,Lophius americanus,382,143.48171138544603,rcp2013
100,Melanogrammus aeglefinus,382,70549.3588377592,rcp2013
100,Merluccius bilinearis,382,157699.13544117348,rcp2013
100,Myoxocephalus octodecemspinosus,382,3811.087174284612,rcp2013
100,Paralichthys dentatus,382,15763.607375627775,rcp2013
100,Pseudopleuronectes americanus,382,17513.690510340082,rcp2013
100,Rostroraja eglanteria,382,28.79294065361677,rcp2013
100,Squalus acanthias,382,282527.78878302954,rcp2013
100,Urophycis chuss,382,896.7646074815027,rcp2013
100,Urophycis tenuis,382,3612.5854999446615,rcp2013
100,Zoarces americanus,382,907.3331546597423,rcp2013
100,Alosa pseudoharengus,455,30678.404055440238,rcp2013
100,Alosa sapidissima,455,3889.9478736074425,rcp2013
100,Gadus morhua,455,12872.346085287336,rcp2013
100,Glyptocephalus cynoglossus,455,38643.11694966046,rcp2013
100,Lophius americanus,455,121.9392526813427,rcp2013
100,Melanogrammus aeglefinus,455,58642.8389897537,rcp2013
100,Merluccius bilinearis,455,164824.15750613672,rcp2013
100,Myoxocephalus octodecemspinosus,455,3989.1217127434875,rcp2013
100,Paralichthys dentatus,455,13893.159326871442,rcp2013
100,Pseudopleuronectes americanus,455,15400.292786619626,rcp2013
100,Rostroraja eglanteria,455,25.44143317408699,rcp2013
100,Squalus acanthias,455,222640.23319015186,rcp2013
100,Urophycis chuss,455,753.0042306759104,rcp2013
100,Urophycis tenuis,455,3075.371651067921,rcp2013
100,Zoarces americanus,455,65.93429345589418,rcp2013
100,Alosa pseudoharengus,541,24395.20492818971,rcp2013
100,Alosa sapidissima,541,2885.7284367427087,rcp2013
100,Gadus morhua,541,10947.59082585498,rcp2013
100,Glyptocephalus cynoglossus,541,16486.503625834062,rcp2013
100,Lophius americanus,541,103.87339913923334,rcp2013
100,Melanogrammus aeglefinus,541,48986.89365913914,rcp2013
100,Merluccius bilinearis,541,139039.9191394,rcp2013
100,Myoxocephalus octodecemspinosus,541,3406.333009443074,rcp2013
100,Paralichthys dentatus,541,12255.778151045943,rcp2013
100,Pseudopleuronectes americanus,541,15630.274743980022,rcp2013
100,Rostroraja eglanteria,541,22.492236399385458,rcp2013
100,Squalus acanthias,541,176116.76364560804,rcp2013
100,Urophycis chuss,541,633.1936038497881,rcp2013
